utc_datetime,impact,currency,event,actual,forecast,previous
2017-11-20T11:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2017-11-20T13:00:00Z,,,,,,
2017-11-20T14:00:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2017-11-20T14:02:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.3%,,1.3%
2017-11-20T15:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,1.2%,0.6%,0.1%
2017-11-20T16:00:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2017-11-20T18:30:00Z,Medium Impact Expected,GBP,MPC Member Ramsden Speaks,,,
2017-11-21T00:30:00Z,High Impact Expected,AUD,Monetary Policy Meeting Minutes,,,
2017-11-21T01:59:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,2.9%,,4.9%
2017-11-21T03:50:00Z,Medium Impact Expected,AUD,RBA Gov Bullock Speaks,,,
2017-11-21T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,-0.5%,-0.4%,0.2%
2017-11-21T07:00:00Z,Low Impact Expected,CHF,Trade Balance,2.33B,3.21B,2.92B
2017-11-21T09:05:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2017-11-21T09:30:00Z,Medium Impact Expected,GBP,Public Sector Net Borrowing,7.5B,6.6B,4.4B
2017-11-21T10:00:00Z,High Impact Expected,GBP,Monetary Policy Report Hearings,,,
2017-11-21T11:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,17,3,-2
2017-11-21T13:00:00Z,,,,,,
2017-11-21T13:30:00Z,Medium Impact Expected,CAD,Wholesale Sales m/m,-1.2%,0.6%,0.4%
2017-11-21T14:13:00Z,Medium Impact Expected,NZD,GDT Price Index,-3.4%,,-3.5%
2017-11-21T15:00:00Z,Medium Impact Expected,USD,Existing Home Sales,5.48M,5.42M,5.37M
2017-11-21T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2017-11-21T21:45:00Z,Low Impact Expected,NZD,Visitor Arrivals m/m,1.9%,,0.4%
2017-11-21T23:00:00Z,High Impact Expected,USD,Fed Chair Yellen Speaks,,,
2017-11-21T23:30:00Z,Low Impact Expected,AUD,MI Leading Index m/m,0.1%,,0.1%
2017-11-22T00:30:00Z,Medium Impact Expected,AUD,Construction Work Done q/q,15.7%,-2.1%,9.8%
2017-11-22T10:34:00Z,Low Impact Expected,EUR,German 30-y Bond Auction,1.20|1.7,,1.22|1.7
2017-11-22T12:30:00Z,High Impact Expected,GBP,Autumn Forecast Statement,,,
2017-11-22T13:00:00Z,,,,,,
2017-11-22T13:30:00Z,High Impact Expected,USD,Core Durable Goods Orders m/m,0.4%,0.4%,1.1%
2017-11-22T13:00:00Z,High Impact Expected,USD,Unemployment Claims,239K,241K,252K
2017-11-22T13:00:00Z,Medium Impact Expected,USD,Durable Goods Orders m/m,-1.2%,0.4%,2.0%
2017-11-22T15:00:00Z,Low Impact Expected,EUR,Consumer Confidence,0,-1,-1
2017-11-22T13:00:00Z,Medium Impact Expected,USD,Revised UoM Consumer Sentiment,98.5,98.2,97.8
2017-11-22T13:00:00Z,Low Impact Expected,USD,Revised UoM Inflation Expectations,2.5%,,2.6%
2017-11-22T15:30:00Z,High Impact Expected,USD,Crude Oil Inventories,-1.9M,-1.4M,1.9M
2017-11-22T17:00:00Z,Low Impact Expected,USD,Natural Gas Storage,-46B,-51B,-18B
2017-11-22T19:00:00Z,High Impact Expected,USD,FOMC Meeting Minutes,,,
2017-11-22T21:45:00Z,High Impact Expected,NZD,Retail Sales q/q,0.2%,0.4%,1.8%
2017-11-22T21:49:00Z,Medium Impact Expected,NZD,Core Retail Sales q/q,0.5%,0.9%,1.9%
2017-11-23,Non-Economic,JPY,Bank Holiday,,,
2017-11-23T07:00:00Z,Low Impact Expected,EUR,German Final GDP q/q,0.8%,0.8%,0.8%
2017-11-23T08:00:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,57.5,55.9,56.1
2017-11-22T13:00:00Z,Medium Impact Expected,EUR,French Flash Services PMI,60.2,57.1,57.3
2017-11-23T08:30:00Z,Medium Impact Expected,EUR,German Flash Manufacturing PMI,62.5,60.4,60.6
2017-11-22T13:00:00Z,Medium Impact Expected,EUR,German Flash Services PMI,54.9,55.2,54.7
2017-11-23T09:00:00Z,Medium Impact Expected,EUR,Flash Manufacturing PMI,60.0,58.3,58.5
2017-11-22T13:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,56.2,55.3,55.0
2017-11-23T09:30:00Z,High Impact Expected,GBP,Second Estimate GDP q/q,0.4%,0.4%,0.4%
2017-11-22T13:00:00Z,Medium Impact Expected,GBP,Prelim Business Investment q/q,0.2%,0.3%,0.5%
2017-11-22T13:00:00Z,Low Impact Expected,GBP,Index of Services 3m/3m,0.4%,0.4%,0.5%
2017-11-23T11:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,26,5,-36
2017-11-23T12:30:00Z,Medium Impact Expected,EUR,ECB Monetary Policy Meeting Accounts,,,
2017-11-23T13:00:00Z,,,,,,
2017-11-24,Non-Economic,USD,Bank Holiday,,,
2017-11-23T13:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,0.3%,0.9%,-0.4%
2017-11-23T13:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,0.1%,0.9%,-0.1%
2017-11-23T13:59:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,1.6,0.8,0.5
2017-11-23T16:30:00Z,High Impact Expected,CHF,SNB Chairman Jordan Speaks,,,
2017-11-23T21:45:00Z,Medium Impact Expected,NZD,Trade Balance,-871M,-750M,-1156M
2017-11-24T00:30:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,53.8,52.6,52.8
2017-11-24T09:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,117.5,116.6,116.8
2017-11-24T09:30:00Z,Low Impact Expected,GBP,High Street Lending,40.5K,40.9K,41.6K
2017-11-24T13:00:00Z,,,,,,
2017-11-24T13:30:00Z,Low Impact Expected,CAD,Corporate Profits q/q,8.5%,,0.1%
2017-11-24T14:45:00Z,Low Impact Expected,USD,Flash Manufacturing PMI,53.8,55.1,54.6
2017-11-24T13:00:00Z,Low Impact Expected,USD,Flash Services PMI,54.7,55.5,55.3
2017-11-25T13:00:00Z,,,,,,
2017-11-25T13:00:00Z,,,,,,
2017-11-26T13:00:00Z,,,,,,
2017-11-26T23:50:00Z,Low Impact Expected,JPY,SPPI y/y,0.8%,0.9%,0.9%
2017-11-27T13:00:00Z,,,,,,
2017-11-27T14:30:00Z,Medium Impact Expected,GBP,MPC Member Haldane Speaks,,,
2017-11-27T15:00:00Z,Medium Impact Expected,USD,New Home Sales,685K,627K,645K
2017-11-27T23:30:00Z,Medium Impact Expected,USD,FOMC Member Kashkari Speaks,,,
2017-11-28T00:00:00Z,Medium Impact Expected,USD,FOMC Member Dudley Speaks,,,
2017-11-28T07:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,0.6%,0.4%,0.9%
2017-11-27T13:00:00Z,High Impact Expected,GBP,Bank Stress Test Results,,,
2017-11-27T13:00:00Z,Medium Impact Expected,GBP,BOE Financial Stability Report,,,
2017-11-27T13:00:00Z,Low Impact Expected,GBP,FPC Statement,,,
2017-11-28T07:30:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2017-11-28T09:00:00Z,Medium Impact Expected,EUR,M3 Money Supply y/y,5.0%,5.1%,5.2%
2017-11-27T13:00:00Z,Low Impact Expected,EUR,Private Loans y/y,2.7%,2.8%,2.7%
2017-11-28T12:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,10.7,10.8,10.7
2017-11-28T13:00:00Z,,,,,,
2017-11-28T13:30:00Z,Medium Impact Expected,CAD,RMPI m/m,3.8%,3.0%,-0.2%
2017-11-28T13:00:00Z,Low Impact Expected,CAD,IPPI m/m,1.0%,0.5%,-0.3%
2017-11-28T13:00:00Z,Low Impact Expected,USD,Goods Trade Balance,-68.3B,-65.0B,-64.1B
2017-11-28T13:00:00Z,Low Impact Expected,USD,Prelim Wholesale Inventories m/m,-0.4%,0.5%,0.1%
2017-11-28T14:00:00Z,Low Impact Expected,USD,HPI m/m,0.3%,0.6%,0.8%
2017-11-28T13:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,6.2%,6.0%,5.8%
2017-11-28T14:15:00Z,Medium Impact Expected,USD,FOMC Member Dudley Speaks,,,
2017-11-28T14:45:00Z,High Impact Expected,USD,Fed Chair Powell Testifies,,,
2017-11-28T14:59:00Z,Low Impact Expected,USD,Richmond Manufacturing Index,30,14,12
2017-11-28T15:00:00Z,High Impact Expected,USD,CB Consumer Confidence,129.5,123.9,126.2
2017-11-28T15:15:00Z,Medium Impact Expected,USD,FOMC Member Harker Speaks,,,
2017-11-28T15:30:00Z,Low Impact Expected,CAD,BOC Financial System Review,,,
2017-11-28T16:30:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2017-11-28T20:00:00Z,High Impact Expected,NZD,RBNZ Financial Stability Report,,,
2017-11-28T20:45:00Z,High Impact Expected,USD,Treasury Sec Mnuchin Speaks,,,
2017-11-28T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2017-11-28T23:50:00Z,Low Impact Expected,JPY,Retail Sales y/y,-0.2%,0.1%,2.3%
2017-11-29T00:00:00Z,High Impact Expected,NZD,RBNZ Gov Spencer Speaks,,,
2017-11-29T00:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,-0.1%,,-0.1%
2017-11-29T07:00:00Z,Low Impact Expected,CHF,UBS Consumption Indicator,1.54,,1.51
2017-11-29,Medium Impact Expected,EUR,German Prelim CPI m/m,0.3%,0.3%,0.0%
2017-11-29T07:45:00Z,Low Impact Expected,EUR,French Consumer Spending m/m,-1.9%,0.0%,1.0%
2017-11-28T13:00:00Z,Low Impact Expected,EUR,French Prelim GDP q/q,0.5%,0.5%,0.5%
2017-11-29T08:00:00Z,Medium Impact Expected,EUR,Spanish Flash CPI y/y,1.6%,1.7%,1.6%
2017-11-29T09:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,40.7,,32.0
2017-11-29,High Impact Expected,All,OPEC Meetings,,,
2017-11-29T09:30:00Z,Medium Impact Expected,GBP,Net Lending to Individuals m/m,4.8B,4.3B,5.2B
2017-11-28T13:00:00Z,Low Impact Expected,GBP,M4 Money Supply m/m,0.6%,0.3%,-0.1%
2017-11-28T13:00:00Z,Low Impact Expected,GBP,Mortgage Approvals,65K,65K,66K
2017-11-29T10:00:00Z,Low Impact Expected,EUR,ECB Financial Stability Review,,,
2017-11-29T10:12:00Z,Low Impact Expected,EUR,Italian 10-y Bond Auction,1.73|1.6,,1.86|1.4
2017-11-29T13:00:00Z,,,,,,
2017-11-29T13:30:00Z,High Impact Expected,USD,Prelim GDP q/q,3.3%,3.3%,3.0%
2017-11-29T13:00:00Z,Medium Impact Expected,USD,FOMC Member Dudley Speaks,,,
2017-11-29T13:00:00Z,Low Impact Expected,USD,Prelim GDP Price Index q/q,2.1%,2.2%,2.2%
2017-11-29T14:00:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2017-11-29T14:45:00Z,Medium Impact Expected,GBP,MPC Member Ramsden Speaks,,,
2017-11-29T15:00:00Z,High Impact Expected,USD,Fed Chair Yellen Testifies,,,
2017-11-29T13:00:00Z,Medium Impact Expected,USD,Pending Home Sales m/m,3.5%,1.1%,-0.4%
2017-11-29T15:30:00Z,High Impact Expected,USD,Crude Oil Inventories,-3.4M,-2.5M,-1.9M
2017-11-29T19:00:00Z,Low Impact Expected,USD,Beige Book,,,
2017-11-29T21:45:00Z,Low Impact Expected,NZD,Building Consents m/m,-9.6%,,-2.5%
2017-11-29T23:50:00Z,Low Impact Expected,JPY,Prelim Industrial Production m/m,0.5%,1.9%,-1.0%
2017-11-29T23:55:00Z,Low Impact Expected,GBP,GfK Consumer Confidence,-12,-9,-10
2017-11-30T00:00:00Z,High Impact Expected,NZD,ANZ Business Confidence,-39.3,,-10.1
2017-11-30T00:30:00Z,High Impact Expected,AUD,Private Capital Expenditure q/q,1.0%,1.1%,1.1%
2017-11-29T13:00:00Z,Medium Impact Expected,AUD,Building Approvals m/m,0.9%,-0.9%,0.6%
2017-11-29T13:00:00Z,Low Impact Expected,AUD,Private Sector Credit m/m,0.4%,0.4%,0.3%
2017-11-30T01:00:00Z,Medium Impact Expected,CNY,Manufacturing PMI,51.8,51.5,51.6
2017-11-29T13:00:00Z,Medium Impact Expected,CNY,Non-Manufacturing PMI,54.8,,54.3
2017-11-30T05:02:00Z,Low Impact Expected,JPY,Housing Starts y/y,-4.8%,-2.6%,-2.9%
2017-11-30T06:45:00Z,Low Impact Expected,CHF,GDP q/q,0.6%,0.6%,0.4%
2017-11-30T07:00:00Z,Medium Impact Expected,EUR,German Retail Sales m/m,-1.2%,0.3%,0.5%
2017-11-29T13:00:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,0.1%,0.2%,0.2%
2017-11-30T07:45:00Z,Low Impact Expected,EUR,French Prelim CPI m/m,0.1%,0.1%,0.1%
2017-11-30T08:00:00Z,Medium Impact Expected,CHF,KOF Economic Barometer,110.3,109.5,109.8
2017-11-30T08:15:00Z,Low Impact Expected,CHF,Retail Sales y/y,-3.0%,0.3%,0.5%
2017-11-30T08:55:00Z,Low Impact Expected,EUR,German Unemployment Change,-18K,-10K,-12K
2017-11-30T09:00:00Z,Low Impact Expected,EUR,Italian Monthly Unemployment Rate,11.1%,11.1%,11.1%
2017-11-30T10:00:00Z,High Impact Expected,EUR,CPI Flash Estimate y/y,1.5%,1.6%,1.4%
2017-11-29T13:00:00Z,Medium Impact Expected,EUR,Core CPI Flash Estimate y/y,0.9%,1.0%,0.9%
2017-11-29T13:00:00Z,Low Impact Expected,EUR,Italian Prelim CPI m/m,-0.2%,0.1%,-0.2%
2017-11-29T13:00:00Z,Low Impact Expected,EUR,Unemployment Rate,8.8%,8.9%,8.9%
2017-11-30T13:00:00Z,,,,,,
2017-11-30T13:30:00Z,Medium Impact Expected,CAD,Current Account,-19.3B,-20.0B,-15.6B
2017-11-30T13:00:00Z,High Impact Expected,USD,Unemployment Claims,238K,241K,240K
2017-11-30T13:00:00Z,Medium Impact Expected,USD,Core PCE Price Index m/m,0.2%,0.2%,0.2%
2017-11-30T13:00:00Z,Medium Impact Expected,USD,Personal Spending m/m,0.3%,0.2%,0.9%
2017-11-30T13:00:00Z,Low Impact Expected,USD,Personal Income m/m,0.4%,0.3%,0.4%
2017-11-30T14:45:00Z,Medium Impact Expected,USD,Chicago PMI,63.9,62.2,66.2
2017-11-30T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-33B,-37B,-46B
2017-11-30T17:30:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2017-11-30T18:00:00Z,Medium Impact Expected,USD,FOMC Member Kaplan Speaks,,,
2017-11-30T21:45:00Z,Low Impact Expected,NZD,Overseas Trade Index q/q,0.7%,1.3%,1.4%
2017-11-30T22:30:00Z,Low Impact Expected,AUD,AIG Manufacturing Index,57.3,,51.1
2017-11-30T23:30:00Z,Low Impact Expected,JPY,Household Spending y/y,0.0%,-0.2%,-0.3%
2017-11-30T13:00:00Z,Low Impact Expected,JPY,National Core CPI y/y,0.8%,0.8%,0.7%
2017-11-30T13:00:00Z,Low Impact Expected,JPY,Tokyo Core CPI y/y,0.6%,0.6%,0.6%
2017-11-30T13:00:00Z,Low Impact Expected,JPY,Unemployment Rate,2.8%,2.8%,2.8%
2017-11-30T23:50:00Z,Low Impact Expected,JPY,Capital Spending q/y,4.2%,3.3%,1.5%
2017-12-01T00:30:00Z,Low Impact Expected,JPY,Final Manufacturing PMI,53.6,53.8,53.8
2017-12-01T01:45:00Z,Medium Impact Expected,CNY,Caixin Manufacturing PMI,50.8,51.2,51.0
2017-12-01T05:30:00Z,Low Impact Expected,AUD,Commodity Prices y/y,-3.3%,,10.9%
2017-12-01T08:15:00Z,Low Impact Expected,EUR,Spanish Manufacturing PMI,56.1,56.6,55.8
2017-12-01T08:30:00Z,Low Impact Expected,CHF,Manufacturing PMI,65.1,62.6,62.0
2017-12-01T08:45:00Z,Low Impact Expected,EUR,Italian Manufacturing PMI,58.3,58.4,57.8
2017-12-01T08:50:00Z,Low Impact Expected,EUR,French Final Manufacturing PMI,57.7,57.5,57.5
2017-12-01T08:55:00Z,Low Impact Expected,EUR,German Final Manufacturing PMI,62.5,62.5,62.5
2017-12-01T09:00:00Z,Low Impact Expected,EUR,Final Manufacturing PMI,60.1,60.0,60.0
2017-12-01T09:30:00Z,High Impact Expected,GBP,Final Manufacturing PMI,58.2,56.6,56.6
2017-12-01T13:00:00Z,,,,,,
2017-12-01T13:30:00Z,High Impact Expected,CAD,Employment Change,79.5K,10.2K,35.3K
2017-12-01T13:00:00Z,High Impact Expected,CAD,GDP m/m,0.2%,0.1%,-0.1%
2017-12-01T13:00:00Z,High Impact Expected,CAD,Unemployment Rate,5.9%,6.2%,6.3%
2017-12-01T14:30:00Z,Low Impact Expected,CAD,Manufacturing PMI,54.4,,54.3
2017-12-01T13:00:00Z,Medium Impact Expected,USD,FOMC Member Kaplan Speaks,,,
2017-12-01T14:45:00Z,Low Impact Expected,USD,Final Manufacturing PMI,53.9,53.8,53.8
2017-12-01T15:00:00Z,High Impact Expected,USD,ISM Manufacturing PMI,58.2,58.4,58.7
2017-12-01T13:00:00Z,Low Impact Expected,USD,Construction Spending m/m,1.4%,0.5%,0.3%
2017-12-01T13:00:00Z,Low Impact Expected,USD,ISM Manufacturing Prices,65.5,67.0,68.5
2017-12-01T15:15:00Z,Medium Impact Expected,USD,FOMC Member Harker Speaks,,,
2017-12-02,Low Impact Expected,USD,Wards Total Vehicle Sales,17.4M,17.5M,18.0M
2017-12-02,Low Impact Expected,USD,Total Vehicle Sales,17.5M,17.5M,18.1M
2017-12-02T13:00:00Z,,,,,,
2017-12-02T13:00:00Z,,,,,,
2017-12-03T13:00:00Z,,,,,,
2017-12-03T23:50:00Z,Low Impact Expected,JPY,Monetary Base y/y,13.2%,13.2%,14.5%
2017-12-04T00:00:00Z,Low Impact Expected,AUD,MI Inflation Gauge m/m,0.2%,,0.3%
2017-12-04T00:30:00Z,Medium Impact Expected,AUD,Company Operating Profits q/q,-0.2%,0.3%,-3.3%
2017-12-03T13:00:00Z,Low Impact Expected,AUD,ANZ Job Advertisements m/m,1.5%,,1.5%
2017-12-04T05:00:00Z,Low Impact Expected,JPY,Consumer Confidence,44.9,44.8,44.5
2017-12-04T08:00:00Z,Medium Impact Expected,EUR,Spanish Unemployment Change,7.3K,54.3K,56.8K
2017-12-04T09:30:00Z,Low Impact Expected,EUR,Sentix Investor Confidence,31.1,32.3,34.0
2017-12-03T13:00:00Z,High Impact Expected,GBP,Construction PMI,53.1,51.2,50.8
2017-12-04T10:00:00Z,Low Impact Expected,EUR,PPI m/m,0.4%,0.4%,0.5%
2017-12-04,Medium Impact Expected,EUR,Eurogroup Meetings,,,
2017-12-04T13:00:00Z,,,,,,
2017-12-04T15:00:00Z,Medium Impact Expected,USD,Factory Orders m/m,-0.1%,-0.3%,1.7%
2017-12-04T22:30:00Z,Low Impact Expected,AUD,AIG Services Index,51.7,,51.4
2017-12-05T00:00:00Z,Low Impact Expected,NZD,ANZ Commodity Prices m/m,-0.9%,,-0.3%
2017-12-05T00:01:00Z,Low Impact Expected,GBP,BRC Retail Sales Monitor y/y,0.6%,,-1.0%
2017-12-05T00:15:00Z,High Impact Expected,NZD,RBNZ Gov Spencer Speaks,,,
2017-12-05T00:30:00Z,High Impact Expected,AUD,Current Account,-9.1B,-8.8B,-9.7B
2017-12-04T13:00:00Z,High Impact Expected,AUD,Retail Sales m/m,0.5%,0.3%,0.1%
2017-12-05T01:45:00Z,Medium Impact Expected,CNY,Caixin Services PMI,51.9,51.5,51.2
2017-12-05T03:30:00Z,High Impact Expected,AUD,RBA Rate Statement,,,
2017-12-04T13:00:00Z,Medium Impact Expected,AUD,Cash Rate,1.50%,1.50%,1.50%
2017-12-05T03:45:00Z,Low Impact Expected,JPY,10-y Bond Auction,0.06|3.7,,0.06|4.6
2017-12-05T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.5%,0.5%,0.5%
2017-12-05T08:15:00Z,Low Impact Expected,EUR,Spanish Services PMI,54.4,55.2,54.6
2017-12-05T08:45:00Z,Low Impact Expected,EUR,Italian Services PMI,54.7,53.4,52.1
2017-12-05T08:50:00Z,Low Impact Expected,EUR,French Final Services PMI,60.4,60.2,60.2
2017-12-05T08:55:00Z,Low Impact Expected,EUR,German Final Services PMI,54.3,54.9,54.9
2017-12-05T09:00:00Z,Low Impact Expected,EUR,Final Services PMI,56.2,56.2,56.2
2017-12-05T09:30:00Z,High Impact Expected,GBP,Final Services PMI,53.8,55.2,55.6
2017-12-04T13:00:00Z,Low Impact Expected,GBP,FPC Meeting Minutes,,,
2017-12-05T10:00:00Z,Low Impact Expected,EUR,Retail Sales m/m,-1.1%,-0.6%,0.8%
2017-12-05,Low Impact Expected,EUR,ECOFIN Meetings,,,
2017-12-05T13:00:00Z,,,,,,
2017-12-05T13:30:00Z,High Impact Expected,CAD,Trade Balance,-1.5B,-2.3B,-3.4B
2017-12-05T13:00:00Z,Medium Impact Expected,USD,Trade Balance,-48.7B,-46.2B,-44.9B
2017-12-05T14:40:00Z,Medium Impact Expected,NZD,GDT Price Index,0.4%,,-3.4%
2017-12-05T14:45:00Z,Low Impact Expected,USD,Final Services PMI,54.5,55.4,54.7
2017-12-05T15:00:00Z,High Impact Expected,USD,ISM Services PMI,57.4,59.2,60.1
2017-12-05T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2017-12-06T00:30:00Z,High Impact Expected,AUD,GDP q/q,0.6%,0.7%,0.9%
2017-12-06T07:00:00Z,Low Impact Expected,EUR,German Factory Orders m/m,0.5%,-0.2%,1.2%
2017-12-06T08:15:00Z,Low Impact Expected,CHF,CPI m/m,-0.1%,0.0%,0.1%
2017-12-06T09:10:00Z,Low Impact Expected,EUR,Retail PMI,52.4,,51.1
2017-12-06T10:42:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,0.30|1.1,,0.36|1.2
2017-12-06T13:00:00Z,,,,,,
2017-12-06T13:15:00Z,High Impact Expected,USD,ADP Non-Farm Employment Change,190K,189K,235K
2017-12-06T13:30:00Z,Medium Impact Expected,CAD,Labor Productivity q/q,-0.6%,-0.4%,-0.2%
2017-12-06T13:00:00Z,Low Impact Expected,USD,Revised Nonfarm Productivity q/q,3.0%,3.3%,3.0%
2017-12-06T13:00:00Z,Low Impact Expected,USD,Revised Unit Labor Costs q/q,-0.2%,0.2%,0.5%
2017-12-06T14:59:00Z,Low Impact Expected,USD,RCM/TIPP Economic Optimism,51.9,54.6,53.6
2017-12-06T15:00:00Z,High Impact Expected,CAD,BOC Rate Statement,,,
2017-12-06T13:00:00Z,High Impact Expected,CAD,Overnight Rate,1.00%,1.00%,1.00%
2017-12-06T15:30:00Z,High Impact Expected,USD,Crude Oil Inventories,-5.6M,-3.2M,-3.4M
2017-12-06T22:30:00Z,Low Impact Expected,AUD,AIG Construction Index,57.5,,53.2
2017-12-07T00:30:00Z,High Impact Expected,AUD,Goods Trade Balance,0.11B,1.37B,1.60B
2017-12-06T13:00:00Z,Low Impact Expected,AUD,RBA Bulletin,,,
2017-12-07T03:45:00Z,Low Impact Expected,JPY,30-y Bond Auction,0.85|4.4,,0.79|3.4
2017-12-07T05:00:00Z,Low Impact Expected,JPY,Leading Indicators,106.1%,106.2%,106.4%
2017-12-07T06:45:00Z,Low Impact Expected,CHF,Unemployment Rate,3.0%,3.1%,3.1%
2017-12-07T07:00:00Z,Low Impact Expected,EUR,German Industrial Production m/m,-1.4%,0.9%,-0.9%
2017-12-07T07:45:00Z,Low Impact Expected,EUR,French Trade Balance,-5.0B,-4.7B,-4.6B
2017-12-07T08:00:00Z,Low Impact Expected,CHF,Foreign Currency Reserves,738B,,742B
2017-12-07T08:30:00Z,Medium Impact Expected,GBP,Halifax HPI m/m,0.5%,0.2%,0.3%
2017-12-07T09:00:00Z,Low Impact Expected,EUR,Italian Quarterly Unemployment Rate,11.2%,11.2%,11.2%
2017-12-07T09:47:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,1.41|1.5,,1.54|1.5
2017-12-07T10:00:00Z,Low Impact Expected,EUR,Revised GDP q/q,0.6%,0.6%,0.6%
2017-12-07T10:03:00Z,Low Impact Expected,EUR,French 10-y Bond Auction,0.36|1.9,,0.76|1.6
2017-12-07T10:37:00Z,Low Impact Expected,GBP,30-y Bond Auction,1.81|1.7,,1.87|2.0
2017-12-07T12:30:00Z,Low Impact Expected,USD,Challenger Job Cuts y/y,30.1%,,-3.0%
2017-12-07T13:00:00Z,,,,,,
2017-12-07T13:30:00Z,Medium Impact Expected,CAD,Building Permits m/m,3.5%,1.7%,4.9%
2017-12-07T13:00:00Z,High Impact Expected,USD,Unemployment Claims,236K,239K,238K
2017-12-07T15:00:00Z,Medium Impact Expected,CAD,Ivey PMI,63.0,62.7,63.8
2017-12-07T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,2B,-5B,-33B
2017-12-07T16:00:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2017-12-07T20:00:00Z,Low Impact Expected,USD,Consumer Credit m/m,20.5B,17.4B,19.2B
2017-12-07T21:45:00Z,Low Impact Expected,NZD,Manufacturing Sales q/q,0.5%,,3.4%
2017-12-07T23:50:00Z,Medium Impact Expected,JPY,Final GDP q/q,0.6%,0.4%,0.3%
2017-12-07T13:00:00Z,Low Impact Expected,JPY,Bank Lending y/y,2.7%,2.8%,2.8%
2017-12-07T13:00:00Z,Low Impact Expected,JPY,Current Account,2.44T,1.93T,1.84T
2017-12-07T13:00:00Z,Low Impact Expected,JPY,Final GDP Price Index y/y,0.1%,0.1%,0.1%
2017-12-08T00:00:00Z,Low Impact Expected,JPY,Average Cash Earnings y/y,0.6%,0.8%,0.9%
2017-12-08T00:30:00Z,Medium Impact Expected,AUD,Home Loans m/m,-0.6%,-2.2%,-2.5%
2017-12-08T03:13:00Z,Medium Impact Expected,CNY,Trade Balance,264B,238B,254B
2017-12-08T03:36:00Z,Low Impact Expected,CNY,USD-Denominated Trade Balance,40.2B,34.9B,38.2B
2017-12-08T05:00:00Z,Low Impact Expected,JPY,Economy Watchers Sentiment,55.1,52.1,52.2
2017-12-08T07:00:00Z,Low Impact Expected,EUR,German Trade Balance,19.9B,22.0B,21.9B
2017-12-08,Non-Economic,EUR,Italian Bank Holiday,,,
2017-12-08T07:45:00Z,Low Impact Expected,EUR,French Gov Budget Balance,-77.1B,,-76.3B
2017-12-07T13:00:00Z,Low Impact Expected,EUR,French Industrial Production m/m,1.9%,-0.1%,0.8%
2017-12-08T09:30:00Z,High Impact Expected,GBP,Manufacturing Production m/m,0.1%,0.1%,0.7%
2017-12-07T13:00:00Z,Medium Impact Expected,GBP,Goods Trade Balance,-10.8B,-11.5B,-10.5B
2017-12-07T13:00:00Z,Low Impact Expected,GBP,Construction Output m/m,-1.7%,0.2%,-1.6%
2017-12-07T13:00:00Z,Low Impact Expected,GBP,Consumer Inflation Expectations,2.9%,,2.8%
2017-12-07T13:00:00Z,Low Impact Expected,GBP,Industrial Production m/m,0.0%,0.0%,0.7%
2017-12-08T12:06:00Z,Low Impact Expected,GBP,NIESR GDP Estimate,0.5%,,0.5%
2017-12-08T13:00:00Z,,,,,,
2017-12-08T13:13:00Z,Low Impact Expected,CAD,Housing Starts,252K,214K,223K
