utc_datetime,impact,currency,event,actual,forecast,previous
2019-10-17T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,104B,100B,98B
2019-10-17T15:00:00Z,High Impact Expected,USD,Crude Oil Inventories,9.3M,2.7M,2.9M
2019-10-17T18:00:00Z,Medium Impact Expected,USD,FOMC Member Bowman Speaks,,,
2019-10-17T13:00:00Z,Medium Impact Expected,USD,FOMC Member Evans Speaks,,,
2019-10-17T20:00:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2019-10-17T20:20:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-10-17T23:30:00Z,Low Impact Expected,JPY,National Core CPI y/y,0.3%,0.3%,0.5%
2019-10-18T02:00:00Z,High Impact Expected,CNY,GDP q/y,6.0%,6.1%,6.2%
2019-10-17T13:00:00Z,Medium Impact Expected,CNY,Fixed Asset Investment ytd/y,5.4%,5.5%,5.5%
2019-10-17T13:00:00Z,Medium Impact Expected,CNY,Industrial Production y/y,5.8%,5.0%,4.4%
2019-10-17T13:00:00Z,Low Impact Expected,CNY,NBS Press Conference,,,
2019-10-17T13:00:00Z,Low Impact Expected,CNY,Retail Sales y/y,7.8%,7.8%,7.5%
2019-10-17T13:00:00Z,Low Impact Expected,CNY,Unemployment Rate,5.2%,,5.2%
2019-10-18T08:00:00Z,Low Impact Expected,EUR,Current Account,26.6B,21.3B,21.6B
2019-10-17T13:00:00Z,High Impact Expected,EUR,EU Economic Summit,,,
2019-10-18T13:00:00Z,,,,,,
2019-10-18T14:00:00Z,Medium Impact Expected,USD,FOMC Member George Speaks,,,
2019-10-18T13:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,-0.1%,0.1%,-0.2%
2019-10-18T13:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2019-10-18T15:30:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-10-18T17:45:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-10-18T18:25:00Z,Medium Impact Expected,CAD,Gov Council Member Lane Speaks,,,
2019-10-18T21:15:00Z,Medium Impact Expected,GBP,MPC Member Cunliffe Speaks,,,
2019-10-19T13:00:00Z,,,,,,
2019-10-19T13:50:00Z,High Impact Expected,GBP,Parliament Brexit Vote,Pass,,
2019-10-19T13:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2019-10-20T13:00:00Z,,,,,,
2019-10-20T13:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2019-10-20T23:01:00Z,Low Impact Expected,GBP,Rightmove HPI m/m,0.6%,,-0.2%
2019-10-20T23:50:00Z,Low Impact Expected,JPY,Trade Balance,-0.10T,-0.17T,-0.12T
2019-10-21T01:30:00Z,Medium Impact Expected,CNY,1-y Loan Prime Rate,4.20%,4.15%,4.20%
2019-10-20T13:00:00Z,Medium Impact Expected,CNY,5-y Loan Prime Rate,4.85%,4.85%,4.85%
2019-10-20T13:00:00Z,Low Impact Expected,CNY,New Home Prices m/m,0.53%,,0.58%
2019-10-21T02:00:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,4.8%,,6.0%
2019-10-21T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,0.0%,0.1%,0.2%
2019-10-21T06:00:00Z,Low Impact Expected,EUR,German PPI m/m,0.1%,-0.1%,-0.5%
2019-10-21T10:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2019-10-21T13:00:00Z,,,,,,
2019-10-22,Medium Impact Expected,CAD,Federal Election,,,
2019-10-21T15:00:00Z,Low Impact Expected,GBP,MPC Member Haldane Speaks,,,
2019-10-22,Non-Economic,JPY,Bank Holiday,,,
2019-10-22T08:30:00Z,Low Impact Expected,GBP,Public Sector Net Borrowing,8.7B,8.9B,4.9B
2019-10-22T10:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,-37,-25,-28
2019-10-22T12:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,-0.2%,0.0%,0.0%
2019-10-21T13:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,-0.1%,0.4%,0.6%
2019-10-22T13:00:00Z,,,,,,
2019-10-22T14:00:00Z,Low Impact Expected,USD,Existing Home Sales,5.38M,5.45M,5.50M
2019-10-22T14:05:00Z,Low Impact Expected,USD,Richmond Manufacturing Index,8,-7,-9
2019-10-22T14:30:00Z,Low Impact Expected,AUD,CB Leading Index m/m,0.2%,,-0.3%
2019-10-22T13:00:00Z,High Impact Expected,CAD,BOC Business Outlook Survey,,,
2019-10-22T18:16:00Z,High Impact Expected,GBP,Parliament Brexit Vote,Pass,,
2019-10-22T18:32:00Z,High Impact Expected,GBP,Parliament Brexit Vote,Reject,,
2019-10-22T20:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-10-22T21:45:00Z,Low Impact Expected,NZD,Trade Balance,-1242M,-1375M,-1628M
2019-10-22T22:20:00Z,Medium Impact Expected,AUD,RBA Assist Gov Kent Speaks,,,
2019-10-23T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.3%,0.3%,0.4%
2019-10-23T09:34:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,-0.41|2.3,,-0.61|2.4
2019-10-23T12:30:00Z,Low Impact Expected,CAD,Wholesale Sales m/m,-1.2%,0.3%,1.4%
2019-10-23T13:00:00Z,,,,,,
2019-10-23T13:00:00Z,Low Impact Expected,USD,HPI m/m,0.2%,0.4%,0.4%
2019-10-23T13:15:00Z,Low Impact Expected,EUR,Consumer Confidence,-8,-7,-7
2019-10-23T14:30:00Z,Low Impact Expected,USD,Crude Oil Inventories,-1.7M,2.5M,9.3M
2019-10-23T22:00:00Z,Low Impact Expected,AUD,Flash Manufacturing PMI,50.1,,50.3
2019-10-23T13:00:00Z,Low Impact Expected,AUD,Flash Services PMI,50.8,,52.5
2019-10-24T00:30:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,48.5,49.2,48.9
2019-10-24T07:00:00Z,Medium Impact Expected,EUR,Spanish Unemployment Rate,13.9%,13.8%,14.0%
2019-10-24T07:15:00Z,High Impact Expected,EUR,French Flash Services PMI,52.9,51.6,51.1
2019-10-23T13:00:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,50.5,50.0,50.1
2019-10-24T07:30:00Z,High Impact Expected,EUR,German Flash Manufacturing PMI,41.9,42.0,41.7
2019-10-23T13:00:00Z,High Impact Expected,EUR,German Flash Services PMI,51.2,52.0,51.4
2019-10-24T08:00:00Z,Medium Impact Expected,EUR,Flash Manufacturing PMI,45.7,46.1,45.7
2019-10-23T13:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,51.8,51.9,51.6
2019-10-24T08:30:00Z,Low Impact Expected,GBP,High Street Lending,42.3K,42.2K,42.5K
2019-10-24T11:45:00Z,High Impact Expected,EUR,Monetary Policy Statement,,,
2019-10-23T13:00:00Z,Medium Impact Expected,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2019-10-24T12:30:00Z,High Impact Expected,EUR,ECB Press Conference,,,
2019-10-23T13:00:00Z,Medium Impact Expected,USD,Core Durable Goods Orders m/m,-0.3%,-0.2%,0.3%
2019-10-23T13:00:00Z,Medium Impact Expected,USD,Durable Goods Orders m/m,-1.1%,-0.5%,0.3%
2019-10-23T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,212K,216K,218K
2019-10-24T13:00:00Z,,,,,,
2019-10-24T13:00:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.1%,,1.1%
2019-10-24T13:00:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,-4.6,-6.0,-5.7
2019-10-24T13:45:00Z,Medium Impact Expected,USD,Flash Manufacturing PMI,51.5,50.7,51.1
2019-10-24T13:00:00Z,Low Impact Expected,USD,Flash Services PMI,51.0,51.0,50.9
2019-10-24T14:00:00Z,Low Impact Expected,USD,New Home Sales,701K,710K,706K
2019-10-24T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,87B,87B,104B
2019-10-25T06:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,9.6,9.8,9.8
2019-10-25T08:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,94.6,94.5,94.6
2019-10-25T13:00:00Z,,,,,,
2019-10-25T14:00:00Z,Low Impact Expected,USD,Revised UoM Consumer Sentiment,95.5,96.0,96.0
2019-10-25T13:00:00Z,Low Impact Expected,USD,Revised UoM Inflation Expectations,2.5%,,2.5%
2019-10-25T18:00:00Z,Low Impact Expected,USD,Federal Budget Balance,82.8B,83.5B,-200.3B
2019-10-26T13:00:00Z,,,,,,
2019-10-27T02:00:00Z,Non-Economic,CHF,Daylight Saving Time Shift,,,
2019-10-26T13:00:00Z,Non-Economic,EUR,Daylight Saving Time Shift,,,
2019-10-26T13:00:00Z,Non-Economic,GBP,Daylight Saving Time Shift,,,
2019-10-27T13:00:00Z,,,,,,
2019-10-28,Non-Economic,NZD,Bank Holiday,,,
2019-10-27T23:50:00Z,Low Impact Expected,JPY,SPPI y/y,0.5%,0.5%,0.5%
2019-10-28T07:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,0.6%,0.1%,-0.6%
2019-10-28T09:00:00Z,Low Impact Expected,EUR,M3 Money Supply y/y,5.5%,5.7%,5.8%
2019-10-27T13:00:00Z,Low Impact Expected,EUR,Private Loans y/y,3.4%,3.4%,3.4%
2019-10-28T11:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,-10,-20,-16
2019-10-28T12:30:00Z,Low Impact Expected,USD,Goods Trade Balance,-70.4B,-73.5B,-73.1B
2019-10-27T13:00:00Z,Low Impact Expected,USD,Prelim Wholesale Inventories m/m,-0.3%,0.3%,0.2%
2019-10-28T13:00:00Z,,,,,,
2019-10-28T15:00:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2019-10-28T17:00:00Z,Low Impact Expected,GBP,MPC Member Tenreyro Speaks,,,
2019-10-28T19:00:00Z,High Impact Expected,GBP,Parliament Brexit Vote,Reject,,
2019-10-28T23:30:00Z,Low Impact Expected,JPY,Tokyo Core CPI y/y,0.5%,0.7%,0.5%
2019-10-29T06:45:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2019-10-29T06:58:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,0.2%,0.0%,-0.2%
2019-10-29T09:30:00Z,Low Impact Expected,GBP,M4 Money Supply m/m,0.7%,0.3%,0.4%
2019-10-28T13:00:00Z,Low Impact Expected,GBP,Mortgage Approvals,66K,65K,66K
2019-10-28T13:00:00Z,Low Impact Expected,GBP,Net Lending to Individuals m/m,4.6B,4.6B,4.6B
2019-10-29T13:00:00Z,,,,,,
2019-10-29T13:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,2.0%,2.1%,2.0%
2019-10-29T14:00:00Z,High Impact Expected,USD,CB Consumer Confidence,125.9,128.2,126.3
2019-10-29T13:00:00Z,Low Impact Expected,USD,Pending Home Sales m/m,1.5%,0.9%,1.4%
2019-10-29T20:23:00Z,High Impact Expected,GBP,Parliament Brexit Vote,Pass,Pass,
2019-10-29T20:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-10-29T23:50:00Z,Low Impact Expected,JPY,Retail Sales y/y,9.1%,6.0%,1.8%
2019-10-30T00:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,-0.4%,,-0.6%
2019-10-30T00:21:00Z,Low Impact Expected,AUD,HIA New Home Sales m/m,5.7%,,7.3%
2019-10-30T00:30:00Z,High Impact Expected,AUD,CPI q/q,0.5%,0.5%,0.6%
2019-10-29T13:00:00Z,High Impact Expected,AUD,Trimmed Mean CPI q/q,0.4%,0.4%,0.4%
2019-10-30T06:30:00Z,Low Impact Expected,EUR,French Flash GDP q/q,0.3%,0.2%,0.3%
2019-10-30,Medium Impact Expected,EUR,German Prelim CPI m/m,0.1%,0.0%,0.0%
2019-10-30T07:45:00Z,Low Impact Expected,EUR,French Consumer Spending m/m,-0.4%,0.0%,0.1%
2019-10-30T08:00:00Z,Low Impact Expected,CHF,KOF Economic Barometer,94.7,93.5,93.1
2019-10-29T13:00:00Z,Low Impact Expected,EUR,Spanish Flash CPI y/y,0.1%,0.1%,0.1%
2019-10-30T08:55:00Z,Low Impact Expected,EUR,German Unemployment Change,6K,2K,-9K
2019-10-30T09:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,-30.5,,-15.4
2019-10-30T10:21:00Z,Low Impact Expected,EUR,Italian 10-y Bond Auction,1.06|1.3,,0.88|1.4
2019-10-30T12:15:00Z,High Impact Expected,USD,ADP Non-Farm Employment Change,125K,125K,93K
2019-10-30T12:30:00Z,High Impact Expected,USD,Advance GDP q/q,1.9%,1.6%,2.0%
2019-10-29T13:00:00Z,Medium Impact Expected,USD,Advance GDP Price Index q/q,1.7%,1.8%,2.4%
2019-10-30T13:00:00Z,,,,,,
2019-10-30T14:00:00Z,High Impact Expected,CAD,BOC Monetary Policy Report,,,
2019-10-30T13:00:00Z,High Impact Expected,CAD,BOC Rate Statement,,,
2019-10-30T13:00:00Z,Medium Impact Expected,CAD,Overnight Rate,1.75%,1.75%,1.75%
2019-10-30T14:30:00Z,Medium Impact Expected,USD,Crude Oil Inventories,5.7M,0.5M,-1.7M
2019-10-30T15:15:00Z,High Impact Expected,CAD,BOC Press Conference,,,
2019-10-30T18:00:00Z,High Impact Expected,USD,Federal Funds Rate,1.75%,1.75%,2.00%
2019-10-30T13:00:00Z,High Impact Expected,USD,FOMC Statement,,,
2019-10-30T18:30:00Z,High Impact Expected,USD,FOMC Press Conference,,,
2019-10-30T21:45:00Z,Low Impact Expected,NZD,Building Consents m/m,7.2%,,0.9%
2019-10-30T23:50:00Z,Low Impact Expected,JPY,Prelim Industrial Production m/m,1.4%,0.4%,-1.2%
2019-10-31T00:00:00Z,High Impact Expected,NZD,ANZ Business Confidence,-42.4,,-53.5
2019-10-31T00:01:00Z,Low Impact Expected,GBP,GfK Consumer Confidence,-14,-13,-12
2019-10-31T00:30:00Z,High Impact Expected,AUD,Building Approvals m/m,7.6%,0.1%,-0.6%
2019-10-30T13:00:00Z,Low Impact Expected,AUD,Import Prices q/q,0.4%,0.5%,0.9%
2019-10-30T13:00:00Z,Low Impact Expected,AUD,Private Sector Credit m/m,0.2%,0.3%,0.2%
2019-10-31T01:00:00Z,High Impact Expected,CNY,Manufacturing PMI,49.3,49.9,49.8
2019-10-30T13:00:00Z,Medium Impact Expected,CNY,Non-Manufacturing PMI,52.8,53.7,53.7
2019-10-31T03:32:00Z,High Impact Expected,JPY,BOJ Outlook Report,,,
2019-10-30T13:00:00Z,High Impact Expected,JPY,Monetary Policy Statement,,,
2019-10-30T13:00:00Z,Low Impact Expected,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2019-10-31T05:00:00Z,Low Impact Expected,JPY,Consumer Confidence,36.2,35.3,35.6
2019-10-31T05:02:00Z,Low Impact Expected,JPY,Housing Starts y/y,-4.9%,-6.6%,-7.1%
2019-10-31T06:30:00Z,Medium Impact Expected,JPY,BOJ Press Conference,,,
2019-10-31T07:00:00Z,Low Impact Expected,EUR,German Retail Sales m/m,0.1%,0.3%,-0.1%
2019-10-31T07:45:00Z,Low Impact Expected,EUR,French Prelim CPI m/m,-0.1%,0.1%,-0.3%
2019-10-31T08:00:00Z,Medium Impact Expected,EUR,Spanish Flash GDP q/q,0.4%,0.4%,0.4%
2019-10-31T09:00:00Z,Low Impact Expected,EUR,Italian Monthly Unemployment Rate,9.9%,9.6%,9.6%
2019-10-31T10:00:00Z,Medium Impact Expected,EUR,CPI Flash Estimate y/y,0.7%,0.7%,0.8%
2019-10-30T13:00:00Z,Low Impact Expected,EUR,Core CPI Flash Estimate y/y,1.1%,1.0%,1.0%
2019-10-30T13:00:00Z,Low Impact Expected,EUR,Italian Prelim CPI m/m,0.0%,-0.1%,-0.6%
2019-10-30T13:00:00Z,Low Impact Expected,EUR,Prelim Flash GDP q/q,0.2%,0.1%,0.2%
2019-10-30T13:00:00Z,Low Impact Expected,EUR,Unemployment Rate,7.5%,7.4%,7.5%
2019-10-31T11:00:00Z,Low Impact Expected,EUR,Italian Prelim GDP q/q,0.1%,0.0%,0.1%
2019-10-31T11:30:00Z,Low Impact Expected,USD,Challenger Job Cuts y/y,-33.5%,,-24.8%
2019-10-31T12:30:00Z,High Impact Expected,CAD,GDP m/m,0.1%,0.2%,0.0%
2019-10-30T13:00:00Z,Medium Impact Expected,CAD,RMPI m/m,0.0%,2.5%,-1.8%
2019-10-30T13:00:00Z,Low Impact Expected,CAD,IPPI m/m,-0.1%,0.2%,0.2%
2019-10-30T13:00:00Z,Medium Impact Expected,USD,Core PCE Price Index m/m,0.0%,0.1%,0.1%
2019-10-30T13:00:00Z,Medium Impact Expected,USD,Employment Cost Index q/q,0.7%,0.7%,0.6%
2019-10-30T13:00:00Z,Medium Impact Expected,USD,Personal Spending m/m,0.2%,0.3%,0.2%
2019-10-30T13:00:00Z,Low Impact Expected,USD,Personal Income m/m,0.3%,0.3%,0.5%
2019-10-30T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,218K,215K,213K
2019-10-31T13:00:00Z,,,,,,
2019-10-31T13:45:00Z,Medium Impact Expected,USD,Chicago PMI,43.2,48.4,47.1
2019-10-31T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,89B,47B,87B
2019-10-31T15:30:00Z,Medium Impact Expected,CHF,SNB Chairman Jordan Speaks,,,
2019-10-31T21:30:00Z,Low Impact Expected,AUD,AIG Manufacturing Index,51.6,,54.7
2019-10-31T23:30:00Z,Low Impact Expected,JPY,Unemployment Rate,2.4%,2.2%,2.2%
2019-11-01T00:30:00Z,Low Impact Expected,AUD,PPI q/q,0.4%,0.4%,0.4%
2019-10-31T13:00:00Z,Low Impact Expected,JPY,Final Manufacturing PMI,48.4,48.5,48.5
2019-11-01T01:45:00Z,High Impact Expected,CNY,Caixin Manufacturing PMI,51.7,51.0,51.4
2019-11-01T05:30:00Z,Low Impact Expected,AUD,Commodity Prices y/y,-4.2%,,0.3%
2019-11-01,Non-Economic,EUR,French Bank Holiday,,,
2019-11-01,Non-Economic,EUR,Italian Bank Holiday,,,
2019-11-01T07:30:00Z,Low Impact Expected,CHF,CPI m/m,-0.2%,0.0%,-0.1%
2019-10-31T13:00:00Z,Low Impact Expected,CHF,Retail Sales y/y,0.9%,-0.7%,-1.0%
2019-11-01T08:30:00Z,Low Impact Expected,CHF,Manufacturing PMI,49.4,45.3,44.6
2019-11-01T09:30:00Z,Medium Impact Expected,GBP,Final Manufacturing PMI,49.6,48.2,48.3
2019-11-01T12:30:00Z,High Impact Expected,USD,Average Hourly Earnings m/m,0.2%,0.3%,0.0%
2019-10-31T13:00:00Z,High Impact Expected,USD,Non-Farm Employment Change,128K,90K,180K
2019-10-31T13:00:00Z,High Impact Expected,USD,Unemployment Rate,3.6%,3.6%,3.5%
2019-11-01T13:00:00Z,,,,,,
2019-11-01T13:30:00Z,Low Impact Expected,CAD,Manufacturing PMI,51.2,,51.0
2019-11-01T13:45:00Z,Low Impact Expected,USD,Final Manufacturing PMI,51.3,51.5,51.5
2019-11-01T14:00:00Z,High Impact Expected,USD,ISM Manufacturing PMI,48.3,49.0,47.8
2019-11-01T13:00:00Z,Low Impact Expected,USD,Construction Spending m/m,0.5%,0.2%,-0.3%
2019-11-01T13:00:00Z,Low Impact Expected,USD,ISM Manufacturing Prices,45.5,50.1,49.7
2019-11-02,Low Impact Expected,USD,Wards Total Vehicle Sales,16.6M,17.0M,17.2M
2019-11-01T17:00:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-11-01T13:00:00Z,Low Impact Expected,USD,FOMC Member Quarles Speaks,,,
2019-11-01T18:30:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-11-02T13:00:00Z,,,,,,
2019-11-03T07:00:00Z,Non-Economic,CAD,Daylight Saving Time Shift,,,
2019-11-02T13:00:00Z,Non-Economic,USD,Daylight Saving Time Shift,,,
2019-11-03T13:00:00Z,,,,,,
2019-11-04T00:00:00Z,Low Impact Expected,AUD,MI Inflation Gauge m/m,0.1%,,0.1%
2019-11-04,Non-Economic,JPY,Bank Holiday,,,
2019-11-04T00:30:00Z,High Impact Expected,AUD,Retail Sales m/m,0.2%,0.4%,0.4%
2019-11-03T13:00:00Z,Low Impact Expected,AUD,ANZ Job Advertisements m/m,-1.0%,,0.3%
2019-11-04T06:45:00Z,Low Impact Expected,CHF,SECO Consumer Climate,-10,-8,-8
2019-11-04T08:15:00Z,Low Impact Expected,EUR,Spanish Manufacturing PMI,46.8,47.5,47.7
2019-11-04T08:45:00Z,Low Impact Expected,EUR,Italian Manufacturing PMI,47.7,47.6,47.8
2019-11-04T08:50:00Z,Low Impact Expected,EUR,French Final Manufacturing PMI,50.7,50.5,50.5
2019-11-04T08:55:00Z,Low Impact Expected,EUR,German Final Manufacturing PMI,42.1,41.9,41.9
2019-11-04T09:00:00Z,Low Impact Expected,EUR,Final Manufacturing PMI,45.9,45.7,45.7
2019-11-04T09:30:00Z,Low Impact Expected,EUR,Sentix Investor Confidence,-4.5,-13.2,-16.8
2019-11-03T13:00:00Z,Low Impact Expected,GBP,Construction PMI,44.2,44.3,43.3
2019-11-04T13:00:00Z,,,,,,
2019-11-04T15:00:00Z,Low Impact Expected,USD,Factory Orders m/m,-0.6%,-0.5%,-0.1%
2019-11-04T19:00:00Z,Low Impact Expected,USD,Loan Officer Survey,,,
2019-11-04T19:30:00Z,High Impact Expected,EUR,ECB President Lagarde Speaks,,,
2019-11-04T20:05:00Z,High Impact Expected,NZD,RBNZ Gov Orr Speaks,,,
2019-11-04T21:30:00Z,Low Impact Expected,AUD,AIG Services Index,54.2,,51.5
2019-11-04T23:50:00Z,Low Impact Expected,JPY,Monetary Base y/y,3.1%,2.9%,3.0%
2019-11-05T00:00:00Z,Low Impact Expected,NZD,ANZ Commodity Prices m/m,1.2%,,0.0%
2019-11-05T00:01:00Z,Low Impact Expected,GBP,BRC Retail Sales Monitor y/y,0.1%,-1.4%,-1.7%
2019-11-05T01:45:00Z,Medium Impact Expected,CNY,Caixin Services PMI,51.1,51.5,51.3
2019-11-05T03:30:00Z,High Impact Expected,AUD,RBA Rate Statement,,,
2019-11-04T13:00:00Z,Medium Impact Expected,AUD,Cash Rate,0.75%,0.75%,0.75%
2019-11-05T07:45:00Z,Low Impact Expected,EUR,French Gov Budget Balance,-109.0B,,-123.1B
2019-11-05T08:00:00Z,Low Impact Expected,EUR,Spanish Unemployment Change,97.9K,62.0K,13.9K
2019-11-05T09:30:00Z,Medium Impact Expected,GBP,Final Services PMI,50.0,49.6,49.5
2019-11-05T10:00:00Z,Low Impact Expected,EUR,PPI m/m,0.1%,0.1%,-0.5%
2019-11-05T10:30:00Z,Low Impact Expected,GBP,10-y Bond Auction,0.74|2.6,,0.63|1.9
2019-11-05T13:00:00Z,,,,,,
2019-11-05T13:30:00Z,High Impact Expected,CAD,Trade Balance,-1.0B,-0.6B,-1.2B
2019-11-05T13:00:00Z,Low Impact Expected,USD,Trade Balance,-52.5B,-52.9B,-55.0B
2019-11-05T14:45:00Z,Low Impact Expected,USD,Final Services PMI,50.6,51.0,51.0
2019-11-05T15:00:00Z,High Impact Expected,USD,ISM Services PMI,54.7,53.5,52.6
2019-11-05T13:00:00Z,Low Impact Expected,USD,JOLTS Job Openings,7.02M,7.06M,7.30M
2019-11-05T15:06:00Z,Low Impact Expected,NZD,GDT Price Index,3.7%,,0.5%
2019-11-05T15:12:00Z,Low Impact Expected,USD,RCM/TIPP Economic Optimism,52.9,53.2,52.6
2019-11-05T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-11-05T21:45:00Z,High Impact Expected,NZD,Employment Change q/q,0.2%,0.2%,0.6%
2019-11-05T13:00:00Z,High Impact Expected,NZD,Unemployment Rate,4.2%,4.1%,3.9%
2019-11-05T13:00:00Z,Low Impact Expected,NZD,Labor Cost Index q/q,0.6%,0.6%,0.8%
2019-11-05T23:50:00Z,Low Impact Expected,JPY,Monetary Policy Meeting Minutes,,,
2019-11-06T03:35:00Z,Low Impact Expected,JPY,10-y Bond Auction,-0.10|3.6,,-0.16|3.4
2019-11-06T07:00:00Z,Low Impact Expected,EUR,German Factory Orders m/m,1.3%,0.1%,-0.4%
2019-11-06T08:15:00Z,Low Impact Expected,EUR,Spanish Services PMI,52.7,52.8,53.3
2019-11-06T08:45:00Z,Low Impact Expected,EUR,Italian Services PMI,52.2,51.0,51.4
2019-11-06T08:50:00Z,Low Impact Expected,EUR,French Final Services PMI,52.9,52.9,52.9
2019-11-06T08:55:00Z,Low Impact Expected,EUR,German Final Services PMI,51.6,51.2,51.2
2019-11-06T09:00:00Z,Low Impact Expected,EUR,Final Services PMI,52.2,51.8,51.8
2019-11-06T10:00:00Z,Low Impact Expected,EUR,Retail Sales m/m,0.1%,0.1%,0.6%
2019-11-06T13:00:00Z,,,,,,
2019-11-06T13:00:00Z,Medium Impact Expected,USD,FOMC Member Evans Speaks,,,
2019-11-06T13:30:00Z,Low Impact Expected,USD,Prelim Nonfarm Productivity q/q,-0.3%,1.0%,2.3%
2019-11-06T13:00:00Z,Low Impact Expected,USD,Prelim Unit Labor Costs q/q,3.6%,2.2%,2.6%
2019-11-06T14:30:00Z,Low Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-11-06T15:00:00Z,Low Impact Expected,CAD,Ivey PMI,48.2,49.3,48.7
2019-11-06T15:30:00Z,Medium Impact Expected,USD,Crude Oil Inventories,7.9M,1.9M,5.7M
2019-11-06T18:01:00Z,Medium Impact Expected,USD,10-y Bond Auction,1.81|2.5,,1.59|2.4
2019-11-06T21:30:00Z,Low Impact Expected,AUD,AIG Construction Index,43.9,,42.6
2019-11-07T00:30:00Z,Medium Impact Expected,AUD,Goods Trade Balance,7.18B,5.10B,6.62B
2019-11-07T07:00:00Z,Low Impact Expected,EUR,German Industrial Production m/m,-0.6%,-0.3%,0.4%
2019-11-07T08:00:00Z,Low Impact Expected,CHF,Foreign Currency Reserves,779B,,777B
2019-11-07T08:28:00Z,Low Impact Expected,GBP,Halifax HPI m/m,-0.1%,0.3%,-0.4%
2019-11-07T09:00:00Z,Low Impact Expected,EUR,ECB Economic Bulletin,,,
2019-11-06T13:00:00Z,Low Impact Expected,EUR,Italian Retail Sales m/m,0.7%,0.3%,-0.5%
2019-11-07T09:50:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,0.30|2.3,,0.25|2.5
2019-11-07T10:00:00Z,High Impact Expected,EUR,EU Economic Forecasts,,,
2019-11-07T10:02:00Z,Low Impact Expected,EUR,French 10-y Bond Auction,-0.03|2.1,,-0.24|1.7
2019-11-07,Low Impact Expected,EUR,Eurogroup Meetings,,,
2019-11-07T12:00:00Z,High Impact Expected,GBP,BOE Monetary Policy Report,,,
2019-11-06T13:00:00Z,High Impact Expected,GBP,Monetary Policy Summary,,,
2019-11-06T13:00:00Z,High Impact Expected,GBP,MPC Official Bank Rate Votes,0-2-7,0-0-9,0-0-9
2019-11-06T13:00:00Z,Medium Impact Expected,GBP,Official Bank Rate,0.75%,0.75%,0.75%
2019-11-06T13:00:00Z,Low Impact Expected,GBP,Asset Purchase Facility,435B,435B,435B
2019-11-06T13:00:00Z,Low Impact Expected,GBP,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
2019-11-07T12:30:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-11-07T13:00:00Z,,,,,,
2019-11-07T13:30:00Z,Low Impact Expected,USD,Unemployment Claims,211K,215K,219K
2019-11-07T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,34B,46B,89B
